MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2014-2-9,54,46,37,36,34,31,82,66,50,30.12,30.01,29.94,10,10,10,21,9,27,T,7,,205
2014-2-10,53,44,34,34,30,25,82,62,42,30.16,30.03,29.93,10,10,10,21,7,27,T,3,Rain,9
2014-2-11,49,36,23,26,22,20,88,60,31,30.25,30.17,30.07,10,10,10,9,2,13,0.00,0,,101
2014-2-12,61,43,24,29,24,21,88,56,24,30.25,30.17,30.06,10,10,10,12,3,16,0.00,1,,202
2014-2-13,66,50,34,29,24,16,64,40,16,30.14,30.05,29.97,10,10,10,23,7,29,0.00,3,,214
2014-2-14,69,53,36,33,25,18,64,41,17,30.09,30.02,29.98,10,10,10,17,7,24,0.00,1,,190
2014-2-15,59,47,35,29,21,18,52,38,23,30.06,29.99,29.92,10,10,10,18,8,22,0.00,0,,195
2014-2-16,64,53,42,21,15,6,37,25,12,30.19,29.95,29.83,10,10,10,28,14,37,0.00,0,,236
2014-2-17,62,41,20,20,11,1,68,38,8,30.20,30.07,29.94,10,10,10,23,7,31,0.00,0,,191
2014-2-18,61,46,31,22,14,2,48,29,9,30.05,29.98,29.94,10,10,10,12,6,15,0.00,1,,160
2014-2-19,60,45,29,23,12,3,64,38,12,30.04,29.84,29.68,10,10,10,35,14,57,0.00,2,,226
2014-2-20,46,30,13,10,5,1,73,45,16,30.30,30.19,30.06,10,10,10,16,7,23,0.00,0,,23
2014-2-21,55,39,22,17,15,10,62,42,21,30.14,30.03,29.93,10,10,10,14,4,19,0.00,2,,131
2014-2-22,58,40,21,19,14,3,74,42,10,30.01,29.94,29.87,10,10,10,14,6,18,0.00,0,,205
2014-2-23,61,40,19,17,13,8,65,40,15,30.08,30.01,29.96,10,10,10,16,6,24,0.00,0,,172
2014-2-24,64,43,21,19,13,10,65,39,13,30.09,30.02,29.96,10,10,10,9,3,14,0.00,0,,181
2014-2-25,63,43,23,19,15,12,63,39,14,30.08,29.99,29.91,10,10,10,13,3,18,0.00,0,,199
2014-2-26,63,43,22,32,18,13,71,43,15,30.04,29.93,29.81,10,10,10,20,4,27,0.00,1,,207
2014-2-27,49,42,35,39,33,27,92,71,50,29.84,29.77,29.65,10,8,2,33,15,44,0.26,5,Rain-Snow-Thunderstorm,207
2014-2-28,50,40,30,41,33,23,96,74,51,29.87,29.72,29.52,10,10,6,39,14,54,0.18,6,Rain-Thunderstorm,203
2014-3-1,49,42,35,37,32,26,92,69,46,29.85,29.72,29.59,10,9,4,31,15,40,0.27,4,Rain-Thunderstorm,210
2014-3-2,52,39,26,32,29,25,92,67,41,30.11,30.00,29.87,10,10,10,18,6,24,0.00,1,,206
2014-3-3,57,44,30,34,30,27,92,64,35,30.15,30.05,29.96,10,10,10,10,4,17,0.00,2,,187
2014-3-4,55,43,31,35,30,25,82,62,41,30.13,29.98,29.89,10,10,10,16,7,21,T,3,Rain,42
2014-3-5,58,40,21,26,18,10,88,51,14,30.22,30.14,30.07,10,10,10,21,6,26,0.00,0,,201
2014-3-6,61,47,32,32,22,13,58,40,21,30.06,29.94,29.81,10,10,10,22,9,30,T,1,,211
2014-3-7,49,41,32,38,28,18,96,67,37,30.22,30.04,29.90,10,10,10,21,11,28,0.03,5,Rain,12
2014-3-8,55,38,20,24,21,19,88,56,24,30.39,30.31,30.23,10,10,10,16,7,21,0.00,0,,9
2014-3-9,65,42,19,25,16,7,84,48,11,30.41,30.28,30.14,10,10,10,14,3,19,0.00,0,,198
2014-3-10,63,47,30,21,11,1,53,31,8,30.14,29.97,29.85,10,10,10,31,13,41,0.00,0,,201
2014-3-11,46,34,21,23,18,12,69,48,27,30.26,30.12,29.97,10,10,10,22,10,30,T,4,,19
2014-3-12,55,36,16,22,13,5,88,51,14,30.33,30.22,30.09,10,10,10,17,3,25,0.00,1,,193
2014-3-13,54,39,24,27,19,12,68,48,28,30.10,30.01,29.92,10,10,10,10,3,15,0.00,4,,166
2014-3-14,61,41,20,23,13,-1,81,45,9,30.10,30.05,29.99,10,10,10,15,5,22,0.00,0,,41
2014-3-15,56,42,27,29,13,-4,81,45,9,30.41,30.27,30.07,10,10,10,25,10,34,0.00,1,,24
2014-3-16,66,44,22,15,8,2,42,26,9,30.44,30.31,30.08,10,10,10,12,4,15,0.00,0,,92
2014-3-17,66,49,31,17,8,-6,33,20,6,30.04,29.77,29.56,10,10,8,35,16,45,0.00,1,,199
2014-3-18,46,33,19,7,3,-2,52,34,15,30.12,30.00,29.85,10,10,10,24,11,30,0.00,0,,24
2014-3-19,57,34,10,5,1,-4,67,39,10,30.28,30.19,30.12,10,10,10,22,4,26,0.00,0,,340
2014-3-20,62,39,16,8,0,-9,43,25,6,30.13,30.01,29.89,10,10,10,17,6,22,0.00,0,,190
2014-3-21,62,46,30,16,11,8,47,31,14,29.96,29.89,29.83,10,10,10,12,3,16,0.00,1,,221
2014-3-22,58,47,35,30,16,6,62,42,22,30.12,29.98,29.85,10,10,10,22,8,27,0.00,4,,21
2014-3-23,64,41,18,12,8,6,56,35,13,30.22,30.12,30.04,10,10,10,20,5,26,0.00,1,,253
2014-3-24,67,45,22,12,7,1,55,31,7,30.23,30.14,30.09,10,10,6,18,6,24,0.00,0,,36
2014-3-25,69,47,24,10,6,-1,50,28,6,30.09,29.88,29.59,10,10,10,21,5,30,0.00,0,,203
2014-3-26,57,46,35,36,26,9,92,55,17,29.71,29.58,29.42,10,8,0,30,17,41,0.07,4,Fog-Rain-Snow-Thunderstorm,211
2014-3-27,50,41,32,35,31,28,96,71,46,29.96,29.85,29.70,10,10,9,21,9,27,T,6,Rain,206
2014-3-28,56,41,25,31,24,15,92,56,20,30.15,30.09,29.96,10,10,10,10,3,12,0.00,0,,192
2014-3-29,64,48,31,25,20,17,63,41,19,30.12,29.98,29.77,10,10,10,29,11,37,0.00,0,,196
2014-3-30,54,41,27,35,28,21,96,62,28,29.99,29.78,29.57,10,8,1,38,16,54,0.05,5,Rain-Snow,210
2014-3-31,58,39,19,25,17,8,92,54,16,30.06,29.88,29.64,10,10,10,30,8,38,0.00,1,,197
2014-4-1,49,42,35,28,16,7,64,44,23,29.78,29.66,29.56,10,10,6,38,24,52,T,7,Rain-Snow,207
2014-4-2,46,36,26,24,20,15,75,52,29,29.89,29.76,29.69,10,10,10,23,8,32,T,4,,222
2014-4-3,50,38,25,30,23,10,100,63,26,30.07,30.00,29.91,10,8,0,13,4,18,T,5,Fog-Snow,18
2014-4-4,54,39,23,19,15,9,74,46,17,30.03,29.92,29.83,10,10,10,21,6,28,0.00,1,,213
2014-4-5,54,43,32,33,24,19,61,45,28,30.03,29.89,29.80,10,10,10,21,5,26,T,7,Rain,37
2014-4-6,58,41,23,28,22,19,88,56,23,30.15,30.09,30.05,10,10,10,22,8,35,0.00,1,,28
2014-4-7,66,47,28,25,22,19,69,44,18,30.27,30.21,30.16,10,10,10,23,8,30,0.00,0,,16
2014-4-8,75,52,29,22,19,14,63,38,12,30.27,30.18,30.08,10,10,10,8,2,12,0.00,0,,219
2014-4-9,73,55,36,21,11,1,44,27,9,30.08,29.98,29.91,10,10,10,20,9,28,0.00,0,,203
2014-4-10,77,56,34,15,7,0,38,22,6,30.00,29.93,29.87,10,10,10,16,5,24,0.00,0,,157
2014-4-11,77,56,34,20,8,-3,44,25,5,29.96,29.87,29.75,10,10,10,22,7,31,0.00,0,,194
2014-4-12,74,58,42,22,14,9,30,20,9,29.73,29.65,29.55,10,10,10,22,8,30,0.00,2,,200
2014-4-13,55,49,43,37,24,13,82,51,19,30.10,29.79,29.54,10,10,10,26,12,35,T,4,Thunderstorm,14
2014-4-14,60,41,22,21,10,0,74,42,10,30.25,30.18,30.13,10,10,10,17,8,26,0.00,0,,16
2014-4-15,70,47,23,9,6,3,39,24,9,30.12,29.93,29.76,10,10,10,18,6,24,0.00,0,,213
2014-4-16,63,48,33,24,18,8,38,30,22,29.93,29.86,29.79,10,10,10,16,5,21,0.00,1,,11
2014-4-17,75,52,29,24,20,18,63,38,13,29.99,29.90,29.83,10,10,10,20,6,27,0.00,0,,204
2014-4-18,70,58,46,24,20,15,34,24,14,29.87,29.82,29.78,10,10,10,25,11,31,0.00,1,,192
2014-4-19,73,59,44,34,30,26,53,38,22,29.96,29.90,29.86,10,10,10,17,5,25,0.00,2,,194
2014-4-20,73,58,43,39,33,28,65,43,20,30.14,30.00,29.94,10,10,10,23,6,27,T,2,Rain,144
2014-4-21,77,58,39,33,29,24,70,43,15,30.10,29.99,29.84,10,10,10,24,8,32,0.00,0,,193
2014-4-22,73,62,50,32,23,2,38,27,15,29.84,29.65,29.47,10,10,6,40,18,56,0.00,1,,211
2014-4-23,57,44,31,25,17,9,69,44,18,30.01,29.88,29.76,10,10,10,18,6,26,0.00,0,,8
2014-4-24,71,49,26,14,11,8,55,33,10,30.03,29.94,29.80,10,10,10,16,4,23,0.00,0,,219
2014-4-25,70,59,47,28,16,6,19,17,14,29.78,29.61,29.45,10,10,10,39,18,52,0.00,1,,197
2014-4-26,50,41,32,38,35,30,92,68,44,29.78,29.55,29.38,10,8,1,24,13,31,0.60,8,Rain-Snow,211
2014-4-27,56,44,32,35,28,23,92,61,30,29.86,29.82,29.78,10,10,10,24,5,30,0.00,5,,238
2014-4-28,55,43,31,32,21,14,92,58,24,30.22,30.07,29.88,10,10,10,22,9,29,0.00,1,,25
2014-4-29,56,42,28,19,15,9,63,39,15,30.35,30.30,30.22,10,10,6,30,14,43,0.00,0,,9
2014-4-30,60,42,24,20,15,6,74,46,17,30.37,30.28,30.19,10,10,5,29,11,38,0.00,0,,8
2014-5-1,70,49,28,23,17,11,69,40,10,30.30,30.20,30.12,10,10,10,17,5,26,0.00,0,,4
2014-5-2,78,56,33,27,20,12,64,37,9,30.14,30.04,29.92,10,10,10,10,2,16,0.00,0,,180
2014-5-3,80,60,40,28,15,9,40,24,7,29.94,29.87,29.78,10,10,10,26,10,37,0.00,0,,181
2014-5-4,79,67,54,17,10,4,15,11,7,29.82,29.77,29.75,10,10,10,30,18,42,0.00,0,,198
2014-5-5,75,66,57,11,4,-3,15,11,6,29.77,29.70,29.59,10,10,10,32,18,45,0.00,0,,194
2014-5-6,62,55,48,26,20,-3,36,22,8,29.59,29.50,29.43,10,10,10,32,19,47,0.00,0,,213
2014-5-7,51,43,34,38,34,24,82,67,51,29.92,29.77,29.58,10,10,5,23,10,32,0.12,7,Rain-Thunderstorm,197
2014-5-8,61,46,30,35,28,19,100,62,23,29.99,29.94,29.89,10,10,9,9,3,17,0.00,1,,198
2014-5-9,71,58,45,28,24,20,45,30,15,29.90,29.82,29.76,10,10,10,24,13,35,0.00,2,,219
2014-5-10,71,56,40,35,29,13,53,35,17,29.82,29.69,29.46,10,8,2,24,9,30,0.00,5,Rain-Snow-Thunderstorm,269
2014-5-11,44,38,32,33,31,28,92,84,76,30.07,29.82,29.63,10,4,0,25,10,34,0.00,7,Fog-Rain-Snow,356
2014-5-12,57,43,29,33,28,23,85,59,32,30.28,30.16,30.10,10,10,10,21,7,27,0.00,3,,28
2014-5-13,61,44,27,28,26,24,85,54,23,30.39,30.34,30.28,10,10,10,15,8,22,0.00,0,,5
2014-5-14,69,50,30,31,25,20,78,48,17,30.38,30.31,30.19,10,10,10,13,4,18,0.00,0,,68
2014-5-15,77,57,36,36,29,23,76,45,13,30.22,30.15,30.03,10,10,10,10,3,16,0.00,0,,83
2014-5-16,82,62,42,39,26,20,67,39,11,30.12,29.95,29.83,10,10,10,17,5,23,0.00,0,,211
2014-5-17,83,64,45,33,24,20,49,30,11,29.86,29.79,29.70,10,10,10,21,9,29,0.00,0,,191
2014-5-18,81,68,54,26,18,11,28,19,9,29.70,29.61,29.54,10,10,10,28,17,39,0.00,0,,202
2014-5-19,76,62,48,22,19,15,30,20,10,29.73,29.65,29.56,10,10,10,25,10,33,0.00,0,,209
2014-5-20,72,60,48,21,14,11,32,21,10,29.74,29.68,29.62,10,10,10,35,16,43,0.00,0,,203
2014-5-21,70,53,35,25,19,11,52,32,11,29.90,29.80,29.74,10,10,10,22,10,36,0.00,0,,212
2014-5-22,73,53,32,26,19,9,63,36,9,29.94,29.88,29.83,10,10,10,24,4,29,0.00,0,,152
2014-5-23,67,57,47,38,25,1,47,28,9,30.06,29.91,29.83,10,10,10,25,9,39,T,3,Rain,123
2014-5-24,64,56,47,41,37,33,66,54,42,30.09,29.94,29.91,10,10,10,29,8,35,0.00,3,,54
2014-5-25,76,56,35,42,35,31,92,57,21,30.01,29.95,29.88,10,10,8,20,5,25,0.00,1,,13
2014-5-26,85,63,41,36,29,21,58,35,11,29.99,29.93,29.85,10,10,10,13,2,16,0.00,0,,167
2014-5-27,89,71,53,36,30,23,39,25,10,29.94,29.88,29.82,10,10,10,21,9,29,0.00,0,,181
2014-5-28,87,72,56,37,30,26,37,25,12,29.85,29.79,29.73,10,10,10,26,11,41,0.00,0,,205
2014-5-29,83,68,53,36,29,21,36,24,11,30.06,29.82,29.75,10,10,10,23,11,30,0.00,1,,190
2014-5-30,84,67,50,37,30,19,54,34,13,30.05,29.84,29.76,10,10,10,25,10,34,0.00,1,,215
2014-5-31,84,65,46,33,17,11,37,22,7,29.83,29.77,29.71,10,10,10,29,11,40,0.00,0,,201
2014-6-1,83,64,44,22,12,6,34,20,6,29.89,29.81,29.76,10,10,10,12,5,16,0.00,0,,165
2014-6-2,86,63,40,26,16,6,39,22,5,29.87,29.78,29.66,10,10,10,24,8,32,0.00,0,,210
2014-6-3,84,65,46,18,9,2,28,17,5,29.82,29.76,29.64,10,10,10,20,8,25,0.00,0,,211
2014-6-4,85,63,40,28,7,-5,33,18,3,29.82,29.78,29.74,10,10,10,23,7,32,0.00,0,,177
2014-6-5,87,66,45,27,18,6,38,22,6,29.88,29.79,29.71,10,10,10,14,6,18,0.00,0,,29
2014-6-6,89,67,44,26,18,6,39,23,6,29.77,29.72,29.66,10,10,10,15,5,20,0.00,0,,204
2014-6-7,88,65,42,30,24,19,42,25,8,29.80,29.74,29.69,10,10,10,16,4,24,0.00,0,,51
2014-6-8,83,67,51,36,25,16,35,23,10,29.95,29.84,29.73,10,10,10,18,9,27,0.00,0,,34
2014-6-9,89,65,41,28,20,14,42,25,8,29.97,29.88,29.76,10,10,10,12,4,17,0.00,0,,202
2014-6-10,91,71,51,32,22,16,32,19,6,29.80,29.72,29.65,10,10,10,25,10,34,0.00,0,,185
2014-6-11,87,72,56,33,29,24,33,22,10,29.77,29.72,29.67,10,10,10,18,8,23,0.00,1,,166
2014-6-12,89,73,56,33,24,8,35,22,9,29.83,29.77,29.69,10,10,10,24,11,33,0.00,0,,201
2014-6-13,85,71,56,23,14,3,23,15,6,29.71,29.66,29.58,10,10,10,31,16,43,0.00,0,,199
2014-6-14,76,62,48,28,17,6,41,25,8,29.86,29.75,29.57,10,10,10,20,8,23,0.00,0,,352
2014-6-15,82,61,40,23,13,5,40,23,6,29.78,29.67,29.58,10,10,10,31,10,44,0.00,0,,208
2014-6-16,78,71,63,22,16,11,18,14,9,29.66,29.59,29.55,10,10,10,30,20,39,0.00,0,,200
2014-6-17,78,68,58,37,29,21,36,24,12,29.89,29.67,29.56,10,10,8,37,22,48,0.00,2,,212
2014-6-18,73,57,41,37,28,16,79,46,13,29.98,29.92,29.88,10,10,10,18,4,22,0.00,1,,360
2014-6-19,84,60,36,26,18,10,51,29,6,30.06,29.99,29.92,10,10,10,13,4,17,0.00,0,,242
2014-6-20,88,67,46,23,18,13,34,21,7,29.98,29.90,29.81,10,10,10,24,9,32,0.00,0,,203
2014-6-21,88,70,51,33,22,17,32,20,7,29.84,29.80,29.74,10,10,10,21,9,30,0.00,0,,198
2014-6-22,90,74,57,31,20,11,32,19,6,29.81,29.76,29.72,10,10,10,24,9,34,0.00,0,,203
2014-6-23,90,69,48,30,15,9,31,18,5,29.86,29.81,29.76,10,10,10,17,5,27,0.00,0,,190
2014-6-24,90,73,55,25,16,11,28,17,6,29.88,29.81,29.75,10,10,10,21,9,28,0.00,0,,182
2014-6-25,90,72,53,26,22,18,24,16,7,29.81,29.77,29.70,10,10,9,22,11,30,0.00,0,,195
2014-6-26,80,68,55,48,31,19,28,22,15,29.93,29.69,29.63,10,10,8,28,13,37,0.00,2,Rain,223
2014-6-27,85,65,45,45,38,27,86,50,14,29.79,29.74,29.70,10,10,10,22,6,35,0.00,2,,295
2014-6-28,91,69,47,34,28,24,44,27,9,29.85,29.79,29.75,10,10,10,20,5,28,0.00,0,,209
2014-6-29,94,75,56,36,32,26,36,24,11,29.87,29.81,29.75,10,10,10,20,7,27,0.00,0,,208
2014-6-30,94,76,58,40,33,27,47,28,9,29.90,29.83,29.77,10,10,10,13,6,19,0.00,0,,21
2014-7-1,95,74,53,31,25,17,38,23,7,29.93,29.85,29.76,10,10,10,7,3,,0.00,0,,16
2014-7-2,94,78,62,49,37,26,48,30,11,30.15,29.92,29.77,10,10,4,33,9,48,0.15,2,Rain-Thunderstorm,139
2014-7-3,94,75,55,47,38,31,61,36,11,29.98,29.90,29.84,10,10,10,21,8,27,0.00,0,,205
2014-7-4,87,75,63,51,46,36,43,35,27,30.26,30.04,29.89,10,10,10,18,10,26,0.00,1,Thunderstorm,191
2014-7-5,91,75,59,51,47,40,69,45,21,30.24,30.05,29.97,10,10,10,20,7,25,0.00,2,Thunderstorm,202
2014-7-6,87,72,56,58,51,43,69,46,23,30.22,30.04,29.93,10,10,5,21,3,24,0.04,2,Rain-Thunderstorm,281
2014-7-7,91,73,55,52,47,40,77,48,18,30.13,29.94,29.87,10,10,10,31,5,41,0.00,0,Thunderstorm,89
2014-7-8,93,77,60,52,46,41,64,41,18,29.97,29.91,29.84,10,10,8,18,6,24,T,1,,202
2014-7-9,88,77,66,56,49,43,52,40,28,30.12,29.94,29.83,10,10,10,25,10,40,0.00,4,Rain-Thunderstorm,174
2014-7-10,84,74,64,58,55,50,63,49,34,30.17,29.96,29.84,10,10,10,25,9,32,T,4,Rain-Thunderstorm,227
2014-7-11,86,69,52,55,49,40,100,64,27,30.19,29.98,29.91,10,9,2,23,6,27,0.00,2,,233
2014-7-12,93,73,52,47,41,34,67,40,12,30.03,29.97,29.92,10,10,10,12,4,17,0.00,1,,25
2014-7-13,99,88,72,46,42,37,40,24,13,29.89,29.86,29.84,10,10,10,9,6,,0.00,0,,10
2014-7-14,94,81,67,50,44,33,44,33,22,30.21,29.94,29.88,10,10,10,21,7,30,0.00,0,,176
2014-7-15,91,79,66,57,53,47,53,40,27,30.29,30.02,29.86,10,10,4,26,11,34,0.00,2,Rain-Thunderstorm,198
2014-7-16,89,73,56,58,51,44,93,59,24,30.11,29.93,29.86,10,10,10,22,6,33,0.00,1,,238
2014-7-17,94,74,54,52,44,31,83,47,11,30.06,29.87,29.79,10,10,10,16,5,23,0.00,1,Thunderstorm,63
2014-7-18,93,80,66,45,38,31,45,29,12,30.14,29.86,29.80,10,10,10,15,6,22,0.00,1,Rain,168
2014-7-19,93,74,55,45,39,34,66,40,14,29.93,29.89,29.85,10,10,10,23,8,30,0.00,0,,202
2014-7-20,90,75,59,42,35,26,48,29,10,29.95,29.89,29.84,10,10,10,25,12,33,0.00,0,Rain,204
2014-7-21,90,73,55,37,29,19,39,24,8,30.01,29.96,29.91,10,10,10,24,11,34,0.00,0,,203
2014-7-22,96,73,49,33,28,22,41,25,8,30.09,30.01,29.95,10,10,10,23,7,31,0.00,0,,204
2014-7-23,97,78,58,38,33,23,42,26,9,30.04,29.95,29.87,10,10,7,22,9,29,0.00,0,,203
2014-7-24,96,81,66,46,34,26,27,19,10,29.91,29.85,29.78,10,10,10,22,10,28,0.00,1,,200
2014-7-25,94,82,70,48,45,41,41,29,16,30.13,29.87,29.83,10,10,10,24,13,35,0.00,1,Thunderstorm,204
2014-7-26,87,77,66,54,50,47,52,40,27,30.26,30.03,29.88,10,10,2,22,7,30,T,2,Rain-Thunderstorm,212
2014-7-27,94,75,55,61,50,38,73,45,17,30.26,30.07,29.95,10,9,1,25,5,31,0.00,2,Rain-Thunderstorm,219
2014-7-28,85,74,62,58,53,48,78,54,29,30.26,30.12,30.01,10,10,5,23,8,31,0.00,4,Rain-Thunderstorm,197
2014-7-29,82,72,61,62,56,51,73,55,36,30.27,30.10,29.98,10,9,4,26,6,32,0.07,4,Rain-Thunderstorm,174
2014-7-30,86,71,55,60,53,45,93,58,23,30.08,30.02,29.96,10,10,10,12,4,17,0.00,1,,21
2014-7-31,88,72,56,57,49,43,77,51,25,30.28,30.08,29.93,10,10,6,14,4,19,T,3,Rain-Thunderstorm,48
2014-8-1,89,71,53,53,47,41,86,53,20,30.05,29.98,29.91,10,10,10,13,4,18,0.00,0,,14
2014-8-2,91,77,63,48,43,36,48,32,16,30.00,29.93,29.86,10,10,10,16,7,21,0.00,1,,354
2014-8-3,70,65,60,61,57,49,93,69,44,30.23,30.04,29.90,10,9,2,12,4,15,0.23,6,Rain,244
2014-8-4,76,67,57,56,54,49,93,66,38,30.01,29.97,29.92,10,10,7,28,11,36,T,6,Rain,218
2014-8-5,83,71,58,58,51,44,93,61,28,30.03,29.98,29.93,10,10,10,18,8,25,0.00,2,,207
2014-8-6,87,70,53,47,36,16,72,40,7,30.01,29.95,29.88,10,10,10,17,8,24,0.00,0,,193
2014-8-7,88,69,50,40,28,18,59,34,8,29.98,29.92,29.87,10,10,10,20,6,25,0.00,0,,182
